,Away,Away_Score,Location,Home,Home_Score,OT,Notes,Date,Conference,Season
34482,Michigan State,4,vs.,Michigan Tech,3,,35,1996-12-28,"Great Lakes Invitational (at Joe Louis Arena, Detroit)",1997
34480,Colorado College,3,vs.,New Hampshire,4,,33,1996-12-28,"Badger Hockey Showdown (at Bradley Center, Milwaukee)",1997
34479,Vermont,5,at,Wisconsin,2,,34,1996-12-28,"Badger Hockey Showdown (at Bradley Center, Milwaukee)",1997
34477,Ohio State,6,vs.,St. Lawrence,7,,32,1996-12-28,"Grand Rapids Tournament (at Van Andel Arena, Grand Rapids, Mich.)",1997
34476,Ferris State,1,vs.,Western Michigan,3,,32,1996-12-28,"Grand Rapids Tournament (at Van Andel Arena, Grand Rapids, Mich.)",1997
34474,Brown,3,at,RPI,6,,30,1996-12-28,"Rensselaer Invitational (at Houston Field House, Troy, N.Y.)",1997
34473,Bowling Green,4,vs.,Massachusetts,5,,29,1996-12-28,"Rensselaer Invitational (at Houston Field House, Troy, N.Y.)",1997
34471,Cornell,4,vs.,Merrimack,1,,28,1996-12-28,"Syracuse Invitational (at Onondaga County War Memorial, Syracuse, N.Y.)",1997
34470,Colgate,6,vs.,Providence,2,,28,1996-12-28,"Syracuse Invitational (at Onondaga County War Memorial, Syracuse, N.Y.)",1997
34483,Lake Superior,4,vs.,Michigan,5,,35,1996-12-28,"Great Lakes Invitational (at Joe Louis Arena, Detroit)",1997
34499,Notre Dame,2,at,Princeton,3,ot,,1996-12-29,Non-Conference,1997
34501,Northern Michigan,2,at,Saskatchewan,1,,,1996-12-29,Exhibition,1997
34508,Pori Aces,5,at,Minnesota,4,,,1996-12-30,Exhibition,1997
34506,Miami,4,at,MSU-Mankato,2,,,1996-12-30,Non-Conference,1997
34503,Northeastern,5,vs.,St. Lawrence,6,2ot,43,1996-12-30,"Auld Lang Syne Classic (at Thompson Arena, Hanover, N.H.)",1997
34504,Mass.-Lowell,2,at,Dartmouth,6,,44,1996-12-30,"Auld Lang Syne Classic (at Thompson Arena, Hanover, N.H.)",1997
34510,Ferris State,1,at,Michigan,11,,,1996-12-31,CCHA,1997
34512,St. Lawrence,3,at,Dartmouth,2,,44,1996-12-31,"Auld Lang Syne Classic (at Thompson Arena, Hanover, N.H.)",1997
34513,Mass.-Lowell,3,vs.,Northeastern,4,,43,1996-12-31,"Auld Lang Syne Classic (at Thompson Arena, Hanover, N.H.)",1997
34515,Colorado College,2,at,Michigan State,6,,,1996-12-31,Non-Conference,1997
34517,Pori Aces,7,at,Wisconsin,1,,,1996-12-31,Exhibition,1997
34531,Boston College,4,at,Mass.-Lowell,6,,,1997-01-03,Hockey East,1997
34541,Assumption,1,at,Holy Cross,10,,45,1997-01-03,Exhibition,1997
34539,Northeastern,5,at,Air Force,0,,,1997-01-03,Non-Conference,1997
34538,North Dakota,6,at,Western Michigan,3,,,1997-01-03,Non-Conference,1997
34537,Merrimack,5,at,Army,1,,,1997-01-03,Non-Conference,1997
34535,Minnesota,4,at,Alaska-Anchorage,1,,,1997-01-03,WCHA,1997
34534,Michigan Tech,3,at,Wisconsin,4,,,1997-01-03,WCHA,1997
34533,St. Cloud State,6,at,Denver,9,,,1997-01-03,WCHA,1997
34530,New Hampshire,4,at,Boston University,9,,,1997-01-03,Hockey East,1997
34522,Cornell,1,at,St. Lawrence,1,ot,,1997-01-03,ECAC,1997
34527,Colgate,3,at,Clarkson,2,ot,,1997-01-03,ECAC,1997
34526,Yale,1,at,Union,2,,,1997-01-03,ECAC,1997
34525,Brown,4,at,Dartmouth,6,,,1997-01-03,ECAC,1997
34524,Princeton,6,at,RPI,0,,,1997-01-03,ECAC,1997
34523,Harvard,1,at,Vermont,5,,,1997-01-03,ECAC,1997
34520,Bowling Green,3,at,Ferris State,5,,,1997-01-03,CCHA,1997
34519,Miami,6,at,Notre Dame,3,,,1997-01-03,CCHA,1997
34529,Maine,5,at,Providence,4,,,1997-01-03,Hockey East,1997
34557,Michigan Tech,1,at,Wisconsin,5,,,1997-01-04,WCHA,1997
34565,Plattsburgh,4,at,Holy Cross,3,,48,1997-01-04,Exhibition,1997
34564,Niagara,10,vs.,Findlay,1,,47,1997-01-04,Exhibition,1997
34563,Southern Maine,3,at,Connecticut,7,,46,1997-01-04,Exhibition,1997
34562,Laurentian,3,at,Northern Michigan,9,,,1997-01-04,Exhibition,1997
34560,North Dakota,5,at,Western Michigan,3,,,1997-01-04,Non-Conference,1997
34559,Northeastern,3,at,Air Force,2,ot,,1997-01-04,Non-Conference,1997
34555,Minnesota,6,at,Alaska-Anchorage,2,,,1997-01-04,WCHA,1997
34556,St. Cloud State,1,at,Denver,1,ot,,1997-01-04,WCHA,1997
34551,Colgate,4,at,St. Lawrence,2,,,1997-01-04,ECAC,1997
34553,Maine,8,at,Mass.-Lowell,5,,,1997-01-04,Hockey East,1997
34550,Princeton,4,at,Union,6,,,1997-01-04,ECAC,1997
34549,Cornell,2,at,Clarkson,5,,,1997-01-04,ECAC,1997
34548,Brown,3,at,Vermont,4,,,1997-01-04,ECAC,1997
34547,Harvard,3,at,Dartmouth,2,ot,,1997-01-04,ECAC,1997
34546,Yale,2,at,RPI,7,,,1997-01-04,ECAC,1997
34544,Bowling Green,7,at,Ferris State,2,,,1997-01-04,CCHA,1997
34543,Lake Superior,3,at,Ohio State,1,,,1997-01-04,CCHA,1997
34567,Lake Superior,6,at,Ohio State,4,,,1997-01-05,CCHA,1997
34569,Boston University,3,at,New Hampshire,2,ot,,1997-01-05,Hockey East,1997
34571,Mercyhurst,7,at,Connecticut,4,,49,1997-01-05,Exhibition,1997
34572,Niagara,3,at,Elmira,2,,50,1997-01-05,Exhibition,1997
34574,Massachusetts,4,at,Boston College,5,,,1997-01-06,Hockey East,1997
34579,Fairfield,7,at,409,2,,13,1997-01-07,Non-Conference,1997
34578,Colorado College,3,at,Air Force,2,ot,,1997-01-07,Non-Conference,1997
34576,Cornell,3,at,Michigan,3,ot,,1997-01-07,Non-Conference,1997
34577,Notre Dame,3,at,MSU-Mankato,2,,,1997-01-07,Non-Conference,1997
34581,Providence,5,at,Northeastern,4,,,1997-01-09,Hockey East,1997
34598,Alaska-Anchorage,2,at,Minnesota-Duluth,3,,,1997-01-10,WCHA,1997
34607,Wis.-Stevens Poi,4,at,MSU-Mankato,8,,,1997-01-10,Exhibition,1997
34606,Holy Cross,3,at,Amherst,5,,15,1997-01-10,Exhibition,1997
34605,Oswego,3,vs.,Canisius,5,,51,1997-01-10,Exhibition,1997
34603,St. Lawrence,2,at,New Hampshire,7,,,1997-01-10,Non-Conference,1997
34602,Army,5,at,Colgate,6,ot,,1997-01-10,Non-Conference,1997
34601,Villanova,1,at,Air Force,7,,,1997-01-10,Non-Conference,1997
34608,Connecticut,5,at,Bowdoin,1,,15,1997-01-10,Exhibition,1997
34600,Clarkson,5,at,Mass.-Lowell,0,,,1997-01-10,Non-Conference,1997
34597,Colorado College,4,at,Michigan Tech,4,ot,,1997-01-10,WCHA,1997
34590,RPI,5,at,Brown,3,,,1997-01-10,ECAC,1997
34595,Denver,2,at,Minnesota,3,ot,,1997-01-10,WCHA,1997
34594,North Dakota,3,at,St. Cloud State,5,,,1997-01-10,WCHA,1997
34592,Maine,1,at,Merrimack,3,,,1997-01-10,Hockey East,1997
34589,Dartmouth,4,at,Yale,5,,,1997-01-10,ECAC,1997
34588,Vermont,3,at,Princeton,2,,,1997-01-10,ECAC,1997
34587,Union,4,at,Harvard,2,,,1997-01-10,ECAC,1997
34585,Miami,8,at,Ohio State,2,,,1997-01-10,CCHA,1997
34584,Alaska-Fairbanks,1,at,Michigan,13,,,1997-01-10,CCHA,1997
34583,Michigan State,4,at,Lake Superior,4,ot,,1997-01-10,CCHA,1997
34596,Northern Michigan,1,at,Wisconsin,4,,,1997-01-10,WCHA,1997
34628,North Dakota,6,at,St. Cloud State,1,,,1997-01-11,WCHA,1997
34629,Northern Michigan,4,at,Wisconsin,1,,,1997-01-11,WCHA,1997
34631,St. Lawrence,3,at,Mass.-Lowell,4,ot,,1997-01-11,Non-Conference,1997
34632,Clarkson,5,at,New Hampshire,2,,,1997-01-11,Non-Conference,1997
34638,Wis.-Stevens Poi,3,at,MSU-Mankato,3,ot,,1997-01-11,Exhibition,1997
34634,Army,1,at,Cornell,1,ot,,1997-01-11,Non-Conference,1997
34636,Connecticut,3,at,Colby,3,ot,15,1997-01-11,Exhibition,1997
34637,Holy Cross,10,at,MCLA,2,,15,1997-01-11,Exhibition,1997
34627,Colorado College,4,at,Michigan Tech,2,,,1997-01-11,WCHA,1997
34633,Villanova,0,at,Air Force,9,,,1997-01-11,Non-Conference,1997
34625,Denver,5,at,Minnesota,2,,,1997-01-11,WCHA,1997
34626,Alaska-Anchorage,3,at,Minnesota-Duluth,4,,,1997-01-11,WCHA,1997
34622,Northeastern,4,at,Boston University,5,,,1997-01-11,Hockey East,1997
34610,Ohio State,3,at,Miami,9,,,1997-01-11,CCHA,1997
34611,Ferris State,4,at,Michigan,8,,,1997-01-11,CCHA,1997
34612,Michigan State,4,at,Lake Superior,4,ot,,1997-01-11,CCHA,1997
34613,Bowling Green,3,at,Notre Dame,2,,,1997-01-11,CCHA,1997
34614,Alaska-Fairbanks,1,at,Western Michigan,3,,,1997-01-11,CCHA,1997
34623,Massachusetts,1,at,Providence,5,,,1997-01-11,Hockey East,1997
34617,Vermont,3,at,Yale,0,,,1997-01-11,ECAC,1997
34621,Maine,6,at,Merrimack,2,,,1997-01-11,Hockey East,1997
34616,Dartmouth,2,at,Princeton,4,,,1997-01-11,ECAC,1997
34618,RPI,1,at,Harvard,6,,,1997-01-11,ECAC,1997
34619,Union,2,at,Brown,4,,,1997-01-11,ECAC,1997
34648,Quinnipiac,3,at,409,2,,13,1997-01-14,Exhibition,1997
34646,RPI,2,at,Boston College,3,,,1997-01-14,Non-Conference,1997
34645,Yale,4,at,Massachusetts,7,,,1997-01-14,Non-Conference,1997
34649,Cortland,2,at,Niagara,9,,,1997-01-14,Exhibition,1997
34641,Alaska-Fairbanks,1,at,Michigan State,3,,,1997-01-14,CCHA,1997
34640,Western Michigan,2,at,Bowling Green,4,,,1997-01-14,CCHA,1997
34643,Cornell,3,at,Colgate,2,,,1997-01-14,ECAC,1997
34651,Wesleyan,3,at,Fairfield,8,,,1997-01-15,Exhibition,1997
34666,Michigan Tech,3,at,Denver,5,,,1997-01-17,WCHA,1997
34677,Salem State,2,at,Holy Cross,3,,15,1997-01-17,Exhibition,1997
34676,Connecticut,4,at,Trinity,3,,15,1997-01-17,Exhibition,1997
34675,Fredonia,1,at,Canisius,5,,,1997-01-17,Exhibition,1997
34673,409,3,at,Army,13,,,1997-01-17,Non-Conference,1997
34672,Ohio State,1,at,Merrimack,3,,,1997-01-17,Non-Conference,1997
34671,Air Force,3,at,Brown,5,,,1997-01-17,Non-Conference,1997
34669,Minnesota-Duluth,4,at,Colorado College,5,,,1997-01-17,WCHA,1997
34668,Minnesota,2,at,St. Cloud State,5,,,1997-01-17,WCHA,1997
34667,Wisconsin,5,at,North Dakota,2,,,1997-01-17,WCHA,1997
34665,Alaska-Anchorage,5,at,Northern Michigan,1,,,1997-01-17,WCHA,1997
34662,Northeastern,3,at,Massachusetts,4,,,1997-01-17,Hockey East,1997
34663,Boston College,5,at,Boston University,5,ot,,1997-01-17,Hockey East,1997
34653,Miami,2,at,Lake Superior,5,,,1997-01-17,CCHA,1997
34654,Alaska-Fairbanks,5,at,Notre Dame,4,,,1997-01-17,CCHA,1997
34655,Michigan,5,at,Western Michigan,5,ot,,1997-01-17,CCHA,1997
34660,New Hampshire,9,at,Mass.-Lowell,4,,,1997-01-17,Hockey East,1997
34658,St. Lawrence,2,at,Vermont,3,ot,,1997-01-17,ECAC,1997
34661,Providence,3,at,Maine,6,,,1997-01-17,Hockey East,1997
34657,Clarkson,6,at,Dartmouth,3,,,1997-01-17,ECAC,1997
34695,Alaska-Anchorage,1,at,Northern Michigan,0,,,1997-01-18,WCHA,1997
34708,Buffalo State,2,at,Canisius,6,,,1997-01-18,Exhibition,1997
34707,Connecticut,11,at,Wesleyan,2,,15,1997-01-18,Exhibition,1997
34705,MSU-Mankato,6,at,Gustavus Adolphu,1,,,1997-01-18,Exhibition,1997
34704,Southern Maine,1,at,Holy Cross,6,,15,1997-01-18,Exhibition,1997
34702,Brockport,4,at,Army,6,,,1997-01-18,Non-Conference,1997
34701,Air Force,7,at,Brown,7,ot,,1997-01-18,Non-Conference,1997
34700,Niagara,3,at,Yale,5,,,1997-01-18,Non-Conference,1997
34699,Ohio State,5,at,Merrimack,3,,,1997-01-18,Non-Conference,1997
34698,Colgate,3,at,Bowling Green,5,,,1997-01-18,Non-Conference,1997
34696,Michigan Tech,4,at,Denver,4,ot,,1997-01-18,WCHA,1997
34706,Skidmore,4,at,Fairfield,1,,13,1997-01-18,Exhibition,1997
34693,Minnesota-Duluth,4,at,Colorado College,2,,,1997-01-18,WCHA,1997
34692,St. Cloud State,4,at,Minnesota,6,,,1997-01-18,WCHA,1997
34690,Mass.-Lowell,7,at,New Hampshire,5,,,1997-01-18,Hockey East,1997
34689,Boston University,4,at,Boston College,4,ot,,1997-01-18,Hockey East,1997
34688,Massachusetts,5,at,Northeastern,4,ot,,1997-01-18,Hockey East,1997
34687,Providence,1,at,Maine,4,,,1997-01-18,Hockey East,1997
34685,Clarkson,2,at,Vermont,1,,,1997-01-18,ECAC,1997
34684,St. Lawrence,4,at,Dartmouth,6,,,1997-01-18,ECAC,1997
34683,Union,2,at,RPI,5,,,1997-01-18,ECAC,1997
34681,Alaska-Fairbanks,2,at,Notre Dame,6,,,1997-01-18,CCHA,1997
34680,Western Michigan,5,at,Michigan,8,,,1997-01-18,CCHA,1997
34679,Miami,4,at,Ferris State,6,,,1997-01-18,CCHA,1997
34694,Wisconsin,6,at,North Dakota,8,,,1997-01-18,WCHA,1997
34710,Quinnipiac,9,at,Villanova,1,,13,1997-01-19,Exhibition,1997
34711,Brockport,10,at,409,1,,,1997-01-19,Exhibition,1997
34719,Connecticut,4,at,American Int'l,4,ot,15,1997-01-21,Exhibition,1997
34717,Holy Cross,3,at,Army,6,,,1997-01-21,Non-Conference,1997
34713,Michigan State,3,vs.,Ferris State,3,ot,52,1997-01-21,CCHA,1997
34715,Dartmouth,2,at,Providence,5,,,1997-01-21,Non-Conference,1997
34716,Yale,2,at,Mass.-Lowell,3,,,1997-01-21,Non-Conference,1997
34721,409,5,at,Fairfield,9,,13,1997-01-22,Non-Conference,1997
34723,Canisius,4,at,Geneseo,2,,,1997-01-22,Exhibition,1997
34738,Ferris State,3,at,Cornell,4,,,1997-01-24,Non-Conference,1997
34744,Holy Cross,7,at,New England Coll,1,,15,1997-01-24,Exhibition,1997
34743,Alabama-Huntsville,5,at,Air Force,4,,,1997-01-24,Exhibition,1997
34742,MCLA,5,at,Connecticut,3,,15,1997-01-24,Exhibition,1997
34740,Cortland,0,at,Army,8,,,1997-01-24,Non-Conference,1997
34745,Lethbridge,5,at,Alaska-Fairbanks,6,,,1997-01-24,Exhibition,1997
34739,St. Cloud State,2,at,Notre Dame,5,,,1997-01-24,Non-Conference,1997
34736,Denver,3,at,Alaska-Anchorage,7,,,1997-01-24,WCHA,1997
34730,New Hampshire,5,at,Merrimack,2,,,1997-01-24,Hockey East,1997
34734,Wisconsin,6,at,Minnesota-Duluth,3,,,1997-01-24,WCHA,1997
34732,Massachusetts,2,at,Boston College,3,,,1997-01-24,Hockey East,1997
34731,Maine,7,at,Northeastern,2,,,1997-01-24,Hockey East,1997
34729,Boston University,1,at,Mass.-Lowell,3,,,1997-01-24,Hockey East,1997
34727,Lake Superior,5,at,Bowling Green,8,,,1997-01-24,CCHA,1997
34726,Ohio State,0,at,Michigan State,3,,,1997-01-24,CCHA,1997
34725,Miami,2,at,Michigan,5,,,1997-01-24,CCHA,1997
34735,Minnesota,5,at,Michigan Tech,2,,,1997-01-24,WCHA,1997
34766,Yale,4,at,Army,3,,,1997-01-25,Non-Conference,1997
34767,Providence,2,at,Brown,3,,,1997-01-25,Non-Conference,1997
34768,Ferris State,6,at,Cornell,4,,,1997-01-25,Non-Conference,1997
34769,St. Cloud State,2,at,Notre Dame,1,,,1997-01-25,Non-Conference,1997
34771,Lethbridge,3,at,Alaska-Fairbanks,7,,,1997-01-25,Exhibition,1997
34775,Holy Cross,2,at,St. Anselm,7,,15,1997-01-25,Exhibition,1997
34773,Amherst,5,at,Connecticut,2,,15,1997-01-25,Exhibition,1997
34774,Alabama-Huntsville,4,at,Air Force,2,,,1997-01-25,Exhibition,1997
34776,Mercyhurst,6,at,Canisius,1,,4,1997-01-25,Exhibition,1997
34777,Buffalo State,0,at,Niagara,7,,,1997-01-25,Exhibition,1997
34765,409,4,at,Villanova,3,,13,1997-01-25,Non-Conference,1997
34772,WIT,4,at,Fairfield,3,,13,1997-01-25,Exhibition,1997
34763,North Dakota,3,at,Colorado College,0,,,1997-01-25,WCHA,1997
34756,Mass.-Lowell,2,at,Merrimack,4,,,1997-01-25,Hockey East,1997
34761,Wisconsin,4,at,Minnesota-Duluth,1,,,1997-01-25,WCHA,1997
34760,Denver,3,at,Alaska-Anchorage,1,,,1997-01-25,WCHA,1997
34758,Maine,3,at,Boston University,1,,,1997-01-25,Hockey East,1997
34757,New Hampshire,5,at,Boston College,2,,,1997-01-25,Hockey East,1997
34762,Minnesota,8,at,Michigan Tech,4,,,1997-01-25,WCHA,1997
34755,Massachusetts,0,at,Northeastern,4,,,1997-01-25,Hockey East,1997
34753,RPI,3,at,Union,3,ot,,1997-01-25,ECAC,1997
34752,Dartmouth,4,at,Vermont,4,ot,,1997-01-25,ECAC,1997
34751,St. Lawrence,3,at,Clarkson,8,,,1997-01-25,ECAC,1997
34749,Miami,0,at,Michigan,3,,,1997-01-25,CCHA,1997
34748,Ohio State,3,at,Michigan State,2,,,1997-01-25,CCHA,1997
34747,Lake Superior,1,at,Western Michigan,1,ot,,1997-01-25,CCHA,1997
34779,North Dakota,3,at,Colorado College,8,,,1997-01-26,WCHA,1997
34786,Canisius,5,at,Buffalo State,2,,53,1997-01-28,Exhibition,1997
34784,New Hampshire,7,at,Harvard,5,,,1997-01-28,Non-Conference,1997
34783,Mass.-Lowell,1,at,Colgate,5,,,1997-01-28,Non-Conference,1997
34781,Michigan State,3,at,Notre Dame,0,,,1997-01-28,CCHA,1997
34788,Michigan,6,at,Ohio State,1,,,1997-01-30,CCHA,1997
34818,Elmira,6,at,Niagara,5,,4,1997-01-31,Exhibition,1997
34817,Trinity,7,at,Holy Cross,3,,15,1997-01-31,Exhibition,1997
34816,Villanova,0,at,Alabama-Huntsville,9,,,1997-01-31,Exhibition,1997
34815,Connecticut,5,at,Mass.-Boston,4,ot,15,1997-01-31,Exhibition,1997
34814,Minn.-Crookston,2,at,MSU-Mankato,8,,,1997-01-31,Exhibition,1997
34812,Army,7,at,Canisius,4,,,1997-01-31,Non-Conference,1997
34811,Air Force,4,at,Alaska-Fairbanks,6,,,1997-01-31,Non-Conference,1997
34809,Minnesota,4,at,North Dakota,6,,,1997-01-31,WCHA,1997
34808,Alaska-Anchorage,2,at,Wisconsin,2,ot,,1997-01-31,WCHA,1997
34807,Northern Michigan,1,at,Denver,5,,,1997-01-31,WCHA,1997
34806,Minnesota-Duluth,1,at,Michigan Tech,2,ot,,1997-01-31,WCHA,1997
34804,Merrimack,5,at,Massachusetts,3,,,1997-01-31,Hockey East,1997
34799,Dartmouth,1,at,St. Lawrence,6,,,1997-01-31,ECAC,1997
34802,Boston College,6,at,Maine,8,,,1997-01-31,Hockey East,1997
34801,Boston University,6,at,Providence,2,,,1997-01-31,Hockey East,1997
34798,Princeton,2,at,Cornell,4,,,1997-01-31,ECAC,1997
34797,Brown,2,at,Union,4,,,1997-01-31,ECAC,1997
34796,Yale,2,at,Colgate,5,,,1997-01-31,ECAC,1997
34795,Vermont,2,at,Clarkson,1,,,1997-01-31,ECAC,1997
34794,Harvard,2,at,RPI,5,,,1997-01-31,ECAC,1997
34792,Notre Dame,3,at,Lake Superior,6,,,1997-01-31,CCHA,1997
34791,Michigan State,2,at,Western Michigan,3,ot,,1997-01-31,CCHA,1997
34790,Miami,2,at,Bowling Green,2,ot,,1997-01-31,CCHA,1997
34803,Northeastern,1,at,New Hampshire,7,,,1997-01-31,Hockey East,1997
34837,Alaska-Anchorage,3,at,Wisconsin,4,ot,,1997-02-01,WCHA,1997
34839,Army,1,at,Union,8,,,1997-02-01,Non-Conference,1997
34840,Air Force,3,at,Alaska-Fairbanks,6,,,1997-02-01,Non-Conference,1997
34842,Elmira,3,at,Canisius,3,ot,4,1997-02-01,Exhibition,1997
34843,Mercyhurst,4,at,Niagara,6,,4,1997-02-01,Exhibition,1997
34848,Villanova,1,at,Alabama-Huntsville,14,,,1997-02-01,Exhibition,1997
34845,Minn.-Crookston,1,at,MSU-Mankato,5,,,1997-02-01,Exhibition,1997
34846,Wesleyan,3,at,Holy Cross,6,,15,1997-02-01,Exhibition,1997
34847,409,0,at,WIT,1,,13,1997-02-01,Exhibition,1997
34836,Minnesota,2,at,North Dakota,6,,,1997-02-01,WCHA,1997
34844,Connecticut,4,at,Babson,0,,15,1997-02-01,Exhibition,1997
34835,Minnesota-Duluth,3,at,Michigan Tech,3,ot,,1997-02-01,WCHA,1997
34820,Ferris State,4,at,Western Michigan,6,,,1997-02-01,CCHA,1997
34833,Northern Michigan,3,at,Denver,6,,,1997-02-01,WCHA,1997
34831,Massachusetts,0,at,New Hampshire,10,,,1997-02-01,Hockey East,1997
34829,Yale,0,at,Cornell,5,,,1997-02-01,ECAC,1997
34828,Brown,1,at,RPI,9,,,1997-02-01,ECAC,1997
34827,Dartmouth,4,at,Clarkson,6,,,1997-02-01,ECAC,1997
34826,Vermont,3,at,St. Lawrence,2,,,1997-02-01,ECAC,1997
34825,Princeton,5,at,Colgate,2,,,1997-02-01,ECAC,1997
34823,Ohio State,4,at,Miami,6,,,1997-02-01,CCHA,1997
34822,Notre Dame,0,at,Lake Superior,4,,,1997-02-01,CCHA,1997
34821,Bowling Green,1,at,Michigan,6,,,1997-02-01,CCHA,1997
34834,Colorado College,4,at,St. Cloud State,2,,,1997-02-01,WCHA,1997
34853,Colorado College,4,at,St. Cloud State,5,,,1997-02-02,WCHA,1997
34855,409,6,at,Nichols,6,ot,13,1997-02-02,Exhibition,1997
34850,Merrimack,5,at,Maine,4,ot,,1997-02-02,Hockey East,1997
34851,Providence,8,at,Mass.-Lowell,2,,,1997-02-02,Hockey East,1997
34857,Northeastern,1,vs.,Boston College,4,,54,1997-02-03,"Beanpot (at TD Garden, Boston)",1997
34858,Harvard,1,vs.,Boston University,7,,54,1997-02-03,"Beanpot (at TD Garden, Boston)",1997
34860,Canisius,4,at,Buffalo State,6,,,1997-02-04,Exhibition,1997
34862,Villanova,0,vs.,60,5,,20,1997-02-05,Exhibition,1997
34863,Quinnipiac,2,at,Fairfield,3,ot,13,1997-02-05,Exhibition,1997
34881,Northern Michigan,3,at,Minnesota,4,,,1997-02-07,WCHA,1997
34882,Denver,4,at,Minnesota-Duluth,7,,,1997-02-07,WCHA,1997
34883,St. Cloud State,4,at,Alaska-Anchorage,2,,,1997-02-07,WCHA,1997
34884,Colorado College,2,at,Wisconsin,5,,,1997-02-07,WCHA,1997
34889,Holy Cross,5,at,American Int'l,2,,15,1997-02-07,Exhibition,1997
34887,MSU-Mankato,2,at,Air Force,5,,,1997-02-07,Non-Conference,1997
34891,Canisius,2,at,RIT,3,,4,1997-02-07,Exhibition,1997
34879,Boston College,2,at,Providence,4,,,1997-02-07,Hockey East,1997
34885,Michigan Tech,2,at,North Dakota,4,,,1997-02-07,WCHA,1997
34878,Mass.-Lowell,0,at,New Hampshire,4,,,1997-02-07,Hockey East,1997
34890,Connecticut Coll,1,at,Connecticut,5,,15,1997-02-07,Exhibition,1997
34876,Boston University,6,at,Massachusetts,3,,,1997-02-07,Hockey East,1997
34865,Alaska-Fairbanks,3,at,Bowling Green,6,,,1997-02-07,CCHA,1997
34866,Ohio State,5,at,Notre Dame,3,,,1997-02-07,CCHA,1997
34867,Michigan,5,vs.,Lake Superior,2,,55,1997-02-07,CCHA,1997
34868,Michigan State,2,at,Western Michigan,5,,,1997-02-07,CCHA,1997
34877,Merrimack,7,at,Northeastern,2,,,1997-02-07,Hockey East,1997
34871,Colgate,5,at,Vermont,5,ot,,1997-02-07,ECAC,1997
34872,Union,2,at,Clarkson,3,,,1997-02-07,ECAC,1997
34873,Cornell,5,at,Dartmouth,3,,,1997-02-07,ECAC,1997
34874,Yale,2,at,Harvard,3,,,1997-02-07,ECAC,1997
34870,RPI,7,at,St. Lawrence,2,,,1997-02-07,ECAC,1997
34907,St. Cloud State,3,at,Alaska-Anchorage,5,,,1997-02-08,WCHA,1997
34918,Fairfield,11,at,Roger Williams,1,,,1997-02-08,Exhibition,1997
34917,Niagara,3,at,RIT,4,,4,1997-02-08,Exhibition,1997
34915,Royal Military,3,at,Army,7,,,1997-02-08,Non-Conference,1997
34914,Holy Cross,3,at,Connecticut,2,,15,1997-02-08,Non-Conference,1997
34913,MSU-Mankato,5,at,Air Force,2,,,1997-02-08,Non-Conference,1997
34911,Denver,2,at,Minnesota-Duluth,3,,,1997-02-08,WCHA,1997
34910,Northern Michigan,1,at,Minnesota,2,,,1997-02-08,WCHA,1997
34908,Michigan Tech,2,at,North Dakota,7,,,1997-02-08,WCHA,1997
34905,Merrimack,4,at,Providence,9,,,1997-02-08,Hockey East,1997
34909,Colorado College,6,at,Wisconsin,2,,,1997-02-08,WCHA,1997
34902,Colgate,3,at,Dartmouth,5,,,1997-02-08,ECAC,1997
34901,RPI,1,at,Clarkson,5,,,1997-02-08,ECAC,1997
34904,Massachusetts,6,at,Mass.-Lowell,4,,,1997-02-08,Hockey East,1997
34900,Cornell,5,at,Vermont,7,,,1997-02-08,ECAC,1997
34899,Union,2,at,St. Lawrence,1,,,1997-02-08,ECAC,1997
34898,Princeton,2,at,Brown,3,,,1997-02-08,ECAC,1997
34896,Western Michigan,3,at,Ferris State,2,,,1997-02-08,CCHA,1997
34895,Alaska-Fairbanks,7,at,Bowling Green,5,,,1997-02-08,CCHA,1997
34894,Michigan,1,vs.,Michigan State,2,,55,1997-02-08,CCHA,1997
34893,Ohio State,4,at,Notre Dame,3,,,1997-02-08,CCHA,1997
34920,Sacred Heart,6,at,Villanova,3,,13,1997-02-09,Exhibition,1997
34922,Harvard,0,vs.,Northeastern,2,,54,1997-02-10,"Beanpot (at TD Garden, Boston)",1997
34923,Boston College,2,vs.,Boston University,4,,54,1997-02-10,"Beanpot (at TD Garden, Boston)",1997
34925,Canisius,4,at,Brockport,3,,,1997-02-11,Exhibition,1997
34927,Niagara,12,at,Hobart,2,,4,1997-02-12,Exhibition,1997
34928,389,2,at,Fairfield,4,,13,1997-02-12,Exhibition,1997
34930,Western Michigan,2,at,Ohio State,6,,,1997-02-13,CCHA,1997
34958,Williams,5,at,Connecticut,2,,15,1997-02-14,Exhibition,1997
34957,St. Norbert,1,at,Alaska-Fairbanks,5,,,1997-02-14,Exhibition,1997
34956,Babson,1,at,Holy Cross,3,,15,1997-02-14,Exhibition,1997
34954,Fairfield,2,at,Army,11,,,1997-02-14,Non-Conference,1997
34952,Minnesota-Duluth,8,at,Minnesota,4,,,1997-02-14,WCHA,1997
34951,Denver,3,at,Colorado College,4,,,1997-02-14,WCHA,1997
34950,North Dakota,1,at,Northern Michigan,2,,,1997-02-14,WCHA,1997
34949,Wisconsin,4,at,St. Cloud State,5,,,1997-02-14,WCHA,1997
34959,MSU-Mankato,3,at,Alabama-Huntsville,1,,,1997-02-14,Exhibition,1997
34946,Maine,6,at,Massachusetts,4,,,1997-02-14,Hockey East,1997
